"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Gabapentin|Plasma (Peripheral Venous Blood) [µmol/l]"
62,4110,9.032634
62,4125,8.995054
62,4140,8.957628
62,4155,8.920356
62,4170,8.883234
62,4185,8.846265
62,4200,8.809447
62,4215,8.772779
62,4230,8.736261
62,4245,8.699894
62,4260,8.663674
62,4275,8.627604
62,4290,8.591681
62,4305,8.555905
62,4320,8.520276
62,4335,8.484793
62,4350,8.449456
62,4365,8.414264
62,4380,8.379216
62,4395,8.344313
62,4410,8.309553
62,4425,8.274936
62,4440,8.240461
62,4455,8.206128
62,4470,8.171937
62,4485,8.137886
62,4500,8.103976
62,4515,8.070206
62,4530,8.036574
62,4545,8.003081
62,4560,7.969727
62,4575,7.93651
62,4590,7.90343
62,4605,7.870487
62,4620,7.837679
62,4635,7.805008
62,4650,7.772471
62,4665,7.740069
62,4680,7.707801
62,4695,7.675666
62,4710,7.643664
62,4725,7.611795
62,4740,7.580057
62,4755,7.548451
62,4770,7.516976
62,4785,7.485631
62,4800,7.454416
62,4815,7.42333
62,4830,7.392374
62,4845,7.361545
62,4860,7.330845
62,4875,7.300272
62,4890,7.269825
62,4905,7.239505
62,4920,7.209311
62,4935,7.179242
62,4950,7.149298
62,4965,7.119478
62,4980,7.089783
62,4995,7.06021
62,5010,7.030761
62,5025,7.001433
62,5040,6.972229
62,5055,6.943145
62,5070,6.914182
62,5085,6.885339
62,5100,6.856617
62,5115,6.828014
62,5130,6.799531
62,5145,6.771165
62,5160,6.742918
62,5175,6.714788
62,5190,6.686776
62,5205,6.65888
62,5220,6.6311
62,5235,6.603436
62,5250,6.575888
62,5265,6.548454
62,5280,6.521134
62,5295,6.493928
62,5310,6.466836
62,5325,6.439857
62,5340,6.41299
62,5355,6.386235
62,5370,6.359592
62,5385,6.33306
62,5400,6.306639
62,5415,6.280327
62,5430,6.254126
62,5445,6.228034
62,5460,6.202051
62,5475,6.176176
62,5490,6.150409
62,5505,6.12475
62,5520,6.099198
62,5535,6.073752
62,5550,6.048413
62,5565,6.02318
62,5580,5.998052
62,5595,5.973029
62,5610,5.94811
62,5625,5.923295
62,5640,5.898585
62,5655,5.873977
62,5670,5.849472
62,5685,5.82507
62,5700,5.800769
62,5715,5.77657
62,5730,5.752473
62,5745,5.728476
62,5760,5.704579
62,5775,5.680782
62,5790,5.657084
62,5805,5.633486
62,5820,5.609987
62,5835,5.586585
62,5850,5.563282
62,5865,5.540075
62,5880,5.516966
62,5895,5.493954
62,5910,5.471037
62,5925,5.448217
62,5940,5.425492
62,5955,5.402862
62,5970,5.380326
62,5985,5.357885
62,6000,5.335538
62,6015,5.313284
62,6030,5.291123
62,6045,5.269055
62,6060,5.247079
62,6075,5.225196
62,6090,5.203403
62,6105,5.181702
62,6120,5.160092
62,6135,5.138572
62,6150,5.117142
62,6165,5.095802
62,6180,5.074551
62,6195,5.053389
62,6210,5.032315
62,6225,5.01133
62,6240,4.990432
62,6255,4.969622
62,6270,4.948899
62,6285,4.928263
62,6300,4.907713
62,6315,4.887249
62,6330,4.86687
62,6345,4.846577
62,6360,4.826369
62,6375,4.806245
62,6390,4.786206
62,6405,4.76625
62,6420,4.746378
62,6435,4.726589
62,6450,4.706883
62,6465,4.687259
62,6480,4.667717
62,6495,4.648258
62,6510,4.628879
62,6525,4.609582
62,6540,4.590365
62,6555,4.571229
62,6570,4.552173
62,6585,4.533196
62,6600,4.514299
62,6615,4.495481
62,6630,4.476742
62,6645,4.458082
62,6660,4.439499
62,6675,4.420994
62,6690,4.402566
62,6705,4.384216
62,6720,4.365942
62,6735,4.347745
62,6750,4.329624
62,6765,4.311579
62,6780,4.293609
62,6795,4.275714
62,6810,4.257895
62,6825,4.240149
62,6840,4.222478
62,6855,4.204881
62,6870,4.187358
62,6885,4.169908
62,6900,4.152531
62,6915,4.135226
62,6930,4.117994
62,6945,4.100834
62,6960,4.083746
62,6975,4.066729
62,6990,4.049784
62,7005,4.032909
62,7020,4.016105
62,7035,3.999371
62,7050,3.982707
62,7065,3.966113
62,7080,3.949589
62,7095,3.933133
62,7110,3.916746
62,7125,3.900428
62,7140,3.884178
62,7155,3.867996
62,7170,3.851881
62,7185,3.835834
62,7200,3.819854
62,7215,3.803941
62,7230,3.788094
62,7245,3.772314
